transaction_id,account_id,transaction_date,transaction_type,channel,amount,merchant_category,transaction_status
T000372,A00354,2024-05-19,ATM,ATM,1000.0,Cash Withdrawal,Success
T000373,A00014,2025-05-27,ATM,ATM,2000.0,Cash Withdrawal,Failed
T000374,A00420,2025-01-17,Debit,ATM,20319.13,Travel,Success
T000375,A00131,2025-01-29,IMPS,Internet Banking,26021.12,Investment,Failed
T000376,A00369,2025-06-05,ATM,ATM,20000.0,Cash Withdrawal,Success
T000377,A00410,2025-03-10,ATM,ATM,1000.0,Cash Withdrawal,Failed
T000378,A00385,2025-10-08,ATM,ATM,500.0,Cash Withdrawal,Success
T000379,A00275,2025-09-11,UPI,Mobile,1078.18,Travel,Success
T000380,A00170,2024-01-13,Credit,Mobile,5214.63,Investment,Success
T000381,A00084,2025-06-14,IMPS,Mobile,45131.14,Investment,Success
T000382,A00321,2025-05-27,IMPS,Branch,34199.15,Healthcare,Success
T000383,A00094,2024-04-21,UPI,Mobile,3811.88,Utility,Success
T000384,A00221,2025-02-11,ATM,ATM,500.0,Cash Withdrawal,Success
T000385,A00002,2024-04-09,Credit,Internet Banking,4744.6,Investment,Success
T000386,A00179,2024-06-29,Debit,Branch,14301.22,Education,Success
T000387,A00116,2025-04-06,UPI,Mobile,3345.81,Travel,Success
T000388,A00192,2024-07-15,Debit,Internet Banking,12327.86,Loan EMI,Success
T000389,A00175,2024-03-22,Debit,Internet Banking,8436.44,Travel,Success
T000390,A00247,2025-05-04,UPI,Mobile,286256.53,Retail,Failed
T000391,A00043,2024-04-09,Debit,Mobile,23711.81,Investment,Reversed
T000392,A00280,2025-05-12,UPI,Mobile,3609.78,Utility,Success
T000393,A00364,2024-11-18,NEFT,Mobile,30779.22,Healthcare,Success
T000394,A00378,2024-12-04,NEFT,Internet Banking,76654.35,Healthcare,Success
T000395,A00146,2024-01-27,UPI,Mobile,1473.59,Utility,Success
T000396,A00262,2025-01-12,UPI,Mobile,2704.04,Healthcare,Success
T000397,A00004,2025-10-15,IMPS,Mobile,48918.9,Utility,Success
T000398,A00346,2025-11-25,UPI,Mobile,1089.31,Healthcare,Success
T000399,A00085,2024-12-22,UPI,Mobile,663.24,Healthcare,Success
T000400,A00106,2025-01-29,Debit,Branch,22487.36,Utility,Success
T000401,A00538,2024-02-02,Credit,Mobile,26330.22,Cash Withdrawal,Reversed
T000402,A00500,2024-06-21,NEFT,Internet Banking,44538.9,Healthcare,Success
T000403,A00223,2024-06-23,ATM,ATM,20000.0,Cash Withdrawal,Success
T000404,A00030,2024-06-13,IMPS,Mobile,33008.47,Healthcare,Success
T000405,A00271,2025-11-12,UPI,Mobile,504.8,Retail,Failed
T000406,A00525,2024-04-02,NEFT,Mobile,72089.19,Investment,Success
T000407,A00067,2025-10-21,Debit,Internet Banking,13054.89,Investment,Success
T000408,A00122,2024-10-24,Credit,Mobile,9037.38,Healthcare,Failed
T000409,A00122,2025-08-09,Debit,ATM,18594.39,Investment,Success
T000410,A00064,2025-08-27,UPI,Mobile,416.65,Healthcare,Success
T000411,A00388,2025-11-26,IMPS,Internet Banking,14514.71,Retail,Success
T000412,A00113,2025-02-08,Credit,Internet Banking,6571.66,Healthcare,Failed
T000413,A00231,2025-05-26,ATM,ATM,1000.0,Cash Withdrawal,Success
T000414,A00036,2025-09-05,Debit,Mobile,15072.84,Cash Withdrawal,Success
T000415,A00511,2025-10-08,NEFT,Mobile,38212.72,Education,Success
T000416,A00354,2024-06-05,NEFT,Internet Banking,51751.51,Investment,Success
T000417,A00188,2025-05-14,ATM,ATM,2000.0,Cash Withdrawal,Success
T000418,A00167,2024-01-23,UPI,Mobile,3194.07,Utility,Success
T000419,A00369,2025-02-04,Debit,ATM,16575.54,Cash Withdrawal,Success
T000420,A00584,2025-02-07,Credit,ATM,31694.76,Retail,Success
T000421,A00489,2025-11-01,Credit,Branch,21194.64,Loan EMI,Success
T000422,A00152,2024-08-02,Debit,Branch,9971.29,Retail,Success
T000423,A00108,2025-11-25,NEFT,Internet Banking,22079.44,Healthcare,Success
T000424,A00177,2024-02-27,Credit,Internet Banking,10180.59,Utility,Success
T000425,A00550,2025-10-27,Debit,Internet Banking,16938.55,Utility,Success
T000426,A00035,2024-05-01,Debit,Internet Banking,7933.93,Cash Withdrawal,Failed
T000427,A00400,2025-12-09,IMPS,Branch,55241.15,Utility,Success
T000428,A00407,2024-10-08,UPI,Mobile,2334.61,Healthcare,Success
T000429,A00086,2024-05-04,UPI,Mobile,501087.34,Travel,Success
T000430,A00289,2025-12-11,ATM,ATM,10000.0,Cash Withdrawal,Success
T000431,A00464,2024-11-01,UPI,Mobile,3148.67,Retail,Success
T000432,A00573,2024-07-08,UPI,Mobile,1968.5,Retail,Success
T000433,A00565,2025-05-15,Credit,Mobile,30774.94,Education,Success
T000434,A00190,2025-09-05,ATM,ATM,500.0,Cash Withdrawal,Success
T000435,A00129,2024-02-10,Credit,Branch,10691.04,Utility,Success
T000436,A00036,2024-03-27,IMPS,Branch,26681.91,Education,Success
T000437,A00453,2025-11-04,Credit,ATM,4781.67,Retail,Success
T000438,A00312,2025-11-05,UPI,Mobile,569.95,Travel,Success
T000439,A00558,2024-12-26,UPI,Mobile,2897.24,Travel,Success
T000440,A00046,2024-08-30,Credit,Branch,-28929.85,Cash Withdrawal,Success
T000441,A00141,2025-09-08,UPI,Mobile,1381.88,Utility,Success
T000442,A00452,2024-03-17,UPI,Mobile,1312.27,Utility,Success
T000443,A00425,2025-04-12,Credit,ATM,11357.13,Investment,Success
T000444,A00215,2024-03-13,UPI,Mobile,3295.47,Utility,Success
T000445,A00203,2025-01-16,UPI,Mobile,659.92,Travel,Success
T000446,A00464,2025-01-23,Credit,Branch,12684.09,Travel,Success
T000447,A00584,2025-02-20,Credit,Mobile,19712.29,Healthcare,Success
T000448,A00153,2024-08-19,Debit,Mobile,14955.61,Investment,Success
T000449,A00111,2024-05-06,Credit,ATM,632.0,Loan EMI,Success
T000450,A00299,2025-07-18,Debit,Mobile,16627.41,Retail,Failed
T000451,A00414,2024-07-04,Debit,Internet Banking,15048.04,Loan EMI,Success
T000452,A00547,2025-12-31,Credit,Branch,24414.18,Utility,Success
T000453,A00055,2025-10-16,IMPS,Branch,90891.9,Investment,Success
T000454,A00489,2024-07-06,UPI,Mobile,3605.19,Utility,Success
T000455,A00292,2025-03-14,UPI,Mobile,1589.36,Travel,Success
T000456,A00324,2025-02-20,NEFT,Internet Banking,7595.11,Utility,Success
T000457,A00098,2024-06-18,UPI,Mobile,1304.78,Retail,Success
T000458,A00526,2024-01-11,IMPS,Mobile,34683.75,Retail,Success
T000459,A00531,2025-06-11,ATM,ATM,20000.0,Cash Withdrawal,Success
T000460,A00433,2024-01-15,UPI,Mobile,4457.18,Retail,Success
T000461,A00366,2024-09-07,IMPS,Branch,18448.52,Retail,Success
T000462,A00479,2024-06-21,ATM,ATM,10000.0,Cash Withdrawal,Success
T000463,A00390,2024-05-16,UPI,Mobile,429.62,Retail,Success
T000464,A00397,2024-04-25,Debit,Branch,7970.97,Travel,Success
T000465,A00279,2024-08-06,Credit,Internet Banking,6494.57,Education,Failed
T000466,A00550,2024-02-06,IMPS,Branch,9524.11,Healthcare,Success
T000467,A00492,2024-12-02,Debit,Mobile,10233.13,Retail,Success
T000468,A00427,2024-12-29,Credit,Internet Banking,11451.47,Loan EMI,Success
T000469,A00161,2025-02-24,Credit,Internet Banking,3257.24,Retail,Success
T000470,A00238,2025-04-26,Debit,ATM,8713.25,Healthcare,Success
T000471,A00283,2024-04-21,IMPS,Branch,18289.26,Healthcare,Success
T000472,A00464,2024-01-06,Debit,Branch,11702.15,Travel,Success
T000473,A00420,2025-03-07,ATM,ATM,500.0,Cash Withdrawal,Success
T000474,A00512,2025-11-12,IMPS,Internet Banking,39120.52,Healthcare,Success
T000475,A00134,2024-11-28,ATM,ATM,5000.0,Cash Withdrawal,Failed
T000476,A00414,2024-05-14,Credit,Mobile,6187.92,Retail,Success
T000477,A00014,2025-12-01,Debit,ATM,20838.91,Investment,Success
T000478,A00464,2025-05-06,Debit,Internet Banking,10990.94,Travel,Success
T000479,A00160,2025-06-07,Debit,ATM,6411.28,Travel,Reversed
T000480,A00261,2025-11-13,NEFT,Internet Banking,8429.27,Healthcare,Success
T000481,A00536,2025-09-17,Debit,Branch,12920.66,Education,Success
T000482,A00289,2024-07-15,IMPS,Mobile,47727.96,Utility,Success
T000483,A00053,2025-01-24,UPI,Mobile,1005.83,Utility,Reversed
T000484,A00234,2024-12-10,UPI,Mobile,1677.1,Retail,Success
T000485,A00323,2024-04-22,Debit,ATM,27558.26,Healthcare,Success
T000486,A00049,2024-07-05,Credit,Mobile,18865.18,Healthcare,Success
T000487,A00107,2025-03-17,Debit,Internet Banking,1460.08,Healthcare,Success
T000488,A00014,2025-11-30,UPI,Mobile,809.97,Travel,Success
T000489,A00385,2025-08-26,UPI,Mobile,1352.6,Utility,Success
T000490,A00409,2024-03-30,NEFT,Internet Banking,35525.65,Retail,Success
T000491,A00201,2024-07-16,ATM,ATM,500.0,Cash Withdrawal,Success
T000492,A00364,2024-11-04,ATM,ATM,1000.0,Cash Withdrawal,Success
T000493,A00134,2024-07-15,UPI,Mobile,1704.62,Utility,Success
T000494,A00368,2025-01-09,UPI,Mobile,2074.31,Retail,Success
T000495,A00449,2025-06-20,IMPS,Branch,31233.3,Utility,Success
T000496,A00136,2024-10-23,Credit,Mobile,10972.66,Education,Success
T000497,A00568,2025-06-09,IMPS,Internet Banking,62913.52,Healthcare,Success
T000498,A00415,2025-02-14,UPI,Mobile,1858.95,Travel,Success
T000499,A00230,2025-08-29,ATM,ATM,10000.0,Cash Withdrawal,Success
T000500,A00560,2024-09-22,Debit,Branch,4407.69,Cash Withdrawal,Success
T000501,A00180,2024-08-17,Credit,Branch,11652.11,Cash Withdrawal,Success
T000502,A00295,2024-05-16,Debit,Mobile,9914.59,Education,Success
T000503,A00122,2024-01-02,UPI,Mobile,203.82,Utility,Failed
T000504,A00585,2024-09-27,ATM,ATM,5000.0,Cash Withdrawal,Success
T000505,A00059,2025-10-02,NEFT,Mobile,37686.62,Investment,Success
T000506,A00270,2024-01-17,UPI,Mobile,594.76,Retail,Success
T000507,A00271,2025-10-03,UPI,Mobile,2931.89,Travel,Success
T000508,A00283,2024-07-27,UPI,Mobile,2053.12,Healthcare,Success
T000509,A00464,2025-01-12,Credit,Internet Banking,4209.06,Travel,Success
T000510,A00185,2024-07-12,UPI,Mobile,2841.46,Travel,Success
T000511,A00171,2024-06-30,NEFT,Branch,80795.65,Retail,Success
T000512,A00456,2024-09-08,UPI,Mobile,1227.83,Healthcare,Success
T000513,A00013,2025-09-09,Credit,Internet Banking,9874.61,Retail,Success
T000514,A00045,2024-05-15,Debit,Mobile,17963.46,Cash Withdrawal,Success
T000515,A00014,2024-01-10,IMPS,Internet Banking,76967.84,Retail,Success
T000516,A00090,2024-07-26,Credit,Internet Banking,2626.11,Utility,Success
T000517,A00256,2024-02-27,UPI,Mobile,555.95,Utility,Success
T000518,A00046,2024-04-15,UPI,Mobile,1071.52,Retail,Success
T000519,A00149,2024-01-02,IMPS,Internet Banking,26579.66,Investment,Success
T000520,A00304,2024-08-19,IMPS,Branch,56652.42,Healthcare,Success
T000521,A00119,2025-05-18,Credit,Mobile,23621.49,Education,Failed
T000522,A00379,2024-03-19,UPI,Mobile,3776.21,Retail,Failed
T000523,A00089,2024-02-14,UPI,Mobile,271.03,Travel,Success
T000524,A00190,2025-11-26,UPI,Mobile,744.98,Utility,Success
T000525,A00110,2024-10-04,IMPS,Branch,21034.32,Education,Success
T000526,A00080,2024-01-03,NEFT,Internet Banking,17363.49,Investment,Success
T000527,A00511,2024-03-09,Credit,Internet Banking,14263.64,Cash Withdrawal,Success
T000528,A00134,2024-07-05,ATM,ATM,2000.0,Cash Withdrawal,Success
T000529,A00443,2025-09-08,NEFT,Mobile,48904.7,Investment,Success
T000530,A00259,2025-01-27,UPI,Mobile,1507.47,Healthcare,Success
T000531,A00572,2024-08-23,Debit,Internet Banking,10195.93,Education,Success
T000532,A00003,2024-07-27,IMPS,Internet Banking,25297.17,Education,Failed
T000533,A00116,2024-03-02,IMPS,Mobile,27628.91,Investment,Success
T000534,A00587,2025-03-07,Debit,Branch,27372.52,Retail,Success
T000535,A00150,2025-01-21,ATM,ATM,20000.0,Cash Withdrawal,Success
T000536,A00112,2025-11-09,UPI,Mobile,2464.25,Healthcare,Success
T000537,A00031,2024-05-30,Debit,Mobile,8557.53,Education,Success
T000538,A00446,2024-06-02,ATM,ATM,5000.0,Cash Withdrawal,Success
T000539,A00318,2025-04-26,UPI,Mobile,1378.75,Utility,Success
T000540,A00014,2024-10-20,Credit,Mobile,14473.82,Retail,Success
T000541,A00168,2024-01-12,Debit,Internet Banking,4207.93,Loan EMI,Success
T000542,A00535,2024-11-09,ATM,ATM,5000.0,Cash Withdrawal,Success
T000543,A00097,2025-06-18,Debit,Branch,11919.79,Education,Success
T000544,A00417,2024-07-07,NEFT,Branch,51860.79,Retail,Success
T000545,A00501,2025-05-03,Debit,Internet Banking,14953.33,Investment,Success
T000546,A00454,2024-07-18,Debit,Mobile,6008.23,Travel,Success
T000547,A00356,2024-01-29,Debit,Branch,6876.33,Travel,Success
T000548,A00328,2024-07-11,UPI,Mobile,175.34,Retail,Success
T000549,A00046,2025-07-31,IMPS,Mobile,55553.48,Utility,Success
T000550,A00328,2024-01-09,IMPS,Mobile,114771.82,Healthcare,Success
T000551,A00416,2024-12-30,IMPS,Branch,15682.28,Utility,Success
T000552,A00537,2024-04-13,UPI,Mobile,657248.51,Travel,Success
T000553,A00039,2024-10-24,Credit,Internet Banking,32583.14,Travel,Success
T000554,A00244,2024-08-08,NEFT,Branch,23406.69,Investment,Success
T000555,A00535,2025-06-12,IMPS,Branch,31061.22,Retail,Success
T000556,A00138,2024-12-13,Debit,Internet Banking,12810.17,Retail,Success
T000557,A00412,2024-09-01,Debit,Mobile,14652.89,Utility,Reversed
T000558,A00103,2024-01-16,Credit,ATM,13262.36,Travel,Success
T000559,A00178,2024-10-29,Credit,ATM,8198.97,Healthcare,Success
T000560,A00492,2024-09-21,IMPS,Mobile,51321.41,Healthcare,Success
T000561,A00130,2025-08-05,UPI,Mobile,1110.23,Utility,Success
T000562,A00136,2025-03-27,Debit,ATM,13852.47,Healthcare,Success
T000563,A00480,2024-09-26,NEFT,Branch,32885.47,Utility,Success
T000564,A00257,2025-12-17,NEFT,Internet Banking,6138.51,Investment,Success
T000565,A00166,2025-08-06,Debit,Mobile,23027.72,Education,Success
T000566,A00098,2024-12-23,UPI,Mobile,908.89,Healthcare,Success
T000567,A00114,2025-02-10,ATM,ATM,1000.0,Cash Withdrawal,Success
T000568,A00363,2025-09-10,UPI,Mobile,3730.72,Healthcare,Success
T000569,A00581,2024-06-08,IMPS,Internet Banking,66837.5,Investment,Success
T000570,A00405,2024-03-04,IMPS,Mobile,39394.49,Healthcare,Success
T000571,A00223,2024-01-24,IMPS,Branch,48114.26,Healthcare,Success
T000572,A00087,2024-05-25,Credit,Internet Banking,16309.62,Travel,Success
T000573,A00449,2025-06-21,Debit,ATM,9444.9,Utility,Success
T000574,A00458,2024-12-16,IMPS,Mobile,30015.4,Investment,Failed
T000575,A00515,2025-05-01,UPI,Mobile,2300.74,Travel,Success
T000576,A00414,2024-01-11,UPI,Mobile,1478.37,Travel,Success
T000577,A00152,2024-11-27,ATM,ATM,-20000.0,Cash Withdrawal,Success
T000578,A00337,2024-01-15,Credit,Internet Banking,8218.11,Utility,Success
T000579,A00434,2024-09-26,UPI,Mobile,769.28,Retail,Failed
T000580,A00132,2025-10-11,UPI,Mobile,2024.4,Retail,Success
T000581,A00198,2025-03-06,ATM,ATM,1000.0,Cash Withdrawal,Success
T000582,A00221,2024-07-14,IMPS,Branch,20423.88,Utility,Success
T000583,A00321,2024-11-10,UPI,Mobile,2741.69,Retail,Success
T000584,A00487,2025-02-27,UPI,Mobile,2902.32,Utility,Success
T000585,A00356,2024-04-26,IMPS,Mobile,47863.6,Healthcare,Success
T000586,A00171,2025-07-09,UPI,Mobile,2510.06,Utility,Success
T000587,A00467,2025-10-11,Debit,Mobile,15093.67,Travel,Success
T000588,A00017,2025-09-23,IMPS,Internet Banking,57378.36,Healthcare,Success
T000589,A00580,2024-04-12,UPI,Mobile,2558.17,Retail,Success
T000590,A00223,2024-08-16,NEFT,Branch,43005.33,Healthcare,Success
T000591,A00131,2024-12-25,IMPS,Mobile,67387.21,Healthcare,Success
T000592,A00421,2024-01-08,IMPS,Internet Banking,29747.18,Retail,Success
T000593,A00278,2024-11-10,NEFT,Mobile,736341.34,Investment,Success
T000594,A00027,2024-06-06,NEFT,Branch,17637.05,Retail,Success
T000595,A00460,2024-09-04,UPI,Mobile,1169.88,Healthcare,Success
T000596,A00053,2025-08-14,UPI,Mobile,200.23,Healthcare,Success
T000597,A00338,2025-06-13,Credit,Branch,12480.18,Travel,Success
T000598,A00125,2025-10-08,UPI,Mobile,2403.75,Healthcare,Success
T000599,A00274,2025-07-20,Credit,ATM,19302.41,Education,Success
T000600,A00012,2025-10-05,NEFT,Internet Banking,7544.18,Utility,Success
T000601,A00082,2025-08-08,Debit,Branch,6133.59,Loan EMI,Success
T000602,A00197,2024-09-02,ATM,ATM,1000.0,Cash Withdrawal,Success
T000603,A00259,2025-01-22,NEFT,Branch,58405.66,Utility,Failed
T000604,A00024,2025-10-15,IMPS,Internet Banking,29055.15,Utility,Success
T000605,A00113,2024-05-25,Debit,Branch,16215.09,Travel,Success
T000606,A00219,2025-02-04,Credit,Mobile,4032.8,Investment,Failed
T000607,A00080,2024-08-03,ATM,ATM,5000.0,Cash Withdrawal,Success
T000608,A00481,2024-06-13,Credit,Mobile,24250.09,Utility,Success
T000609,A00033,2024-04-30,IMPS,Mobile,10596.67,Healthcare,Success
T000610,A00006,2024-06-11,UPI,Mobile,1723.91,Utility,Success
T000611,A00031,2025-07-02,Credit,Branch,12450.81,Education,Success
T000612,A00229,2024-01-31,Debit,Branch,7602.88,Travel,Failed
T000613,A00282,2024-10-07,UPI,Mobile,2124.34,Retail,Success
T000614,A00313,2025-04-23,ATM,ATM,5000.0,Cash Withdrawal,Failed
T000615,A00203,2024-09-13,Credit,ATM,14995.57,Investment,Success
T000616,A00332,2024-06-18,NEFT,Branch,44203.99,Healthcare,Success
T000617,A00287,2024-11-22,UPI,Mobile,982.95,Healthcare,Success
T000618,A00397,2025-10-09,NEFT,Mobile,19247.3,Investment,Failed
T000619,A00267,2025-08-23,UPI,Mobile,1072.94,Utility,Success
T000620,A00343,2025-03-15,NEFT,Mobile,17161.31,Investment,Success
T000621,A00395,2024-05-28,NEFT,Internet Banking,69396.84,Utility,Success
T000622,A00349,2024-08-06,UPI,Mobile,1150.37,Utility,Success
T000623,A00410,2024-10-17,UPI,Mobile,1687.64,Travel,Success
T000624,A00078,2025-08-10,NEFT,Mobile,58250.19,Healthcare,Success
T000625,A00208,2024-02-20,NEFT,Mobile,16468.28,Utility,Success
T000626,A00131,2025-04-08,Credit,ATM,3640.23,Investment,Success
T000627,A00019,2025-10-21,NEFT,Branch,17211.04,Utility,Success
T000628,A00428,2024-02-07,NEFT,Branch,40479.55,Utility,Success
T000629,A00503,2024-04-07,NEFT,Mobile,38589.3,Education,Success
T000630,A00425,2024-03-22,UPI,Mobile,2000.96,Utility,Success
T000631,A00317,2025-12-14,IMPS,Mobile,31124.89,Utility,Failed
T000632,A00109,2024-01-30,Debit,Mobile,972.24,Utility,Success
T000633,A00466,2024-08-19,Credit,Branch,9874.81,Healthcare,Success
T000634,A00006,2025-12-05,NEFT,Mobile,63372.7,Utility,Failed
T000635,A00078,2024-09-27,Debit,Internet Banking,22715.34,Cash Withdrawal,Failed
T000636,A00492,2024-05-02,Credit,Branch,11499.02,Investment,Success
T000637,A00557,2025-06-24,Debit,Internet Banking,12351.39,Loan EMI,Success
T000638,A00516,2024-08-19,Credit,ATM,16026.62,Travel,Success
T000639,A00255,2025-11-06,UPI,Mobile,3378.64,Travel,Success
T000640,A00528,2024-03-02,Debit,Branch,10837.22,Loan EMI,Success
T000641,A00111,2024-12-14,Debit,ATM,15887.85,Cash Withdrawal,Success
T000642,A00538,2024-04-18,IMPS,Internet Banking,21797.95,Education,Success
T000643,A00547,2024-07-26,NEFT,Internet Banking,11632.64,Utility,Success
T000644,A00326,2025-08-14,UPI,Mobile,1032.6,Travel,Success
T000645,A00116,2024-09-03,Credit,Internet Banking,25424.81,Utility,Success
T000646,A00566,2025-04-08,Debit,Mobile,16088.2,Travel,Success
T000647,A00422,2025-05-29,UPI,Mobile,527.74,Utility,Success
T000648,A00104,2024-02-20,UPI,Mobile,2421.67,Healthcare,Success
T000649,A00185,2025-08-31,Debit,Internet Banking,4704.55,Investment,Success
T000650,A00262,2024-04-23,Debit,Mobile,13846.48,Retail,Success
T000651,A00567,2024-04-13,Debit,Internet Banking,5458.23,Investment,Success
T000652,A00282,2025-05-22,Debit,Branch,4225.64,Healthcare,Success
T000653,A00305,2024-01-04,Credit,Internet Banking,27978.02,Cash Withdrawal,Success
T000654,A00179,2024-11-18,ATM,ATM,1000.0,Cash Withdrawal,Success
T000655,A00149,2024-01-14,ATM,ATM,5000.0,Cash Withdrawal,Success
T000656,A00278,2024-03-19,Credit,Mobile,8590.29,Healthcare,Success
T000657,A00522,2024-09-10,UPI,Mobile,2315.66,Retail,Success
T000658,A00309,2024-08-21,UPI,Mobile,1548.05,Travel,Success
T000659,A00106,2024-11-07,NEFT,Mobile,14488.64,Healthcare,Success
T000660,A00581,2024-09-20,ATM,ATM,2000.0,Cash Withdrawal,Success
T000661,A00375,2024-11-04,ATM,ATM,10000.0,Cash Withdrawal,Success
T000662,A00517,2024-04-25,Debit,Mobile,9236.48,Utility,Success
T000663,A00149,2024-12-31,UPI,Mobile,615.9,Travel,Success
T000664,A00461,2025-01-03,Debit,Mobile,40057.64,Education,Success
T000665,A00114,2024-10-07,NEFT,Branch,56824.83,Retail,Success
T000666,A00562,2024-06-28,Debit,ATM,10999.52,Healthcare,Success
T000667,A00292,2024-11-12,Debit,ATM,15379.52,Travel,Success
T000668,A00368,2024-10-22,Credit,Mobile,16997.41,Loan EMI,Success
T000669,A00157,2025-06-19,IMPS,Branch,54537.61,Retail,Success
T000670,A00306,2024-03-07,NEFT,Internet Banking,53012.56,Healthcare,Success
T000671,A00130,2024-02-24,UPI,Mobile,2298.05,Retail,Success
T000672,A00001,2024-02-21,Debit,ATM,11600.4,Cash Withdrawal,Success
T000673,A00162,2024-03-29,ATM,ATM,1000.0,Cash Withdrawal,Success
T000674,A00084,2024-10-24,Debit,Internet Banking,26700.53,Healthcare,Success
T000675,A00411,2025-03-08,Debit,Mobile,12091.75,Cash Withdrawal,Success
T000676,A00182,2025-07-31,UPI,Mobile,1559.91,Utility,Success
T000677,A00211,2024-09-13,Credit,Branch,12159.83,Cash Withdrawal,Success
T000678,A00493,2025-07-12,Debit,Internet Banking,12729.8,Travel,Success
T000679,A00333,2025-05-30,IMPS,Branch,7604.81,Education,Success
T000680,A00450,2025-02-24,UPI,Mobile,728.61,Retail,Success
T000681,A00147,2025-09-21,IMPS,Internet Banking,31124.12,Retail,Success
T000682,A00579,2025-08-02,NEFT,Internet Banking,7225.1,Healthcare,Success
T000683,A00494,2025-06-14,UPI,Mobile,1524.4,Retail,Success
T000684,A00113,2024-12-07,UPI,Mobile,1784.33,Utility,Success
